,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
827,722064334,Existing Customer,36,F,2,Graduate,Married,$80K - $120K,Blue,44,4,2,2,1612.9,553,625.0,2.393,12538
828,848899044,Existing Customer,71,M,4,Doctorate,Married,$40K - $60K,Blue,46,1,3,4,6724.9,2060,14352.0,1.118,15587
829,761681549,Existing Customer,46,F,1,Graduate,Married,$120K +,Blue,20,5,4,1,7000.0,1297,1840.5,2.994,7653
830,771209537,Existing Customer,46,M,2,Post-Graduate,Unknown,$120K +,Blue,53,5,0,3,4542.9,2098,7307.8,2.68,2420
831,809367730,Existing Customer,30,F,4,Doctorate,Single,$120K +,Blue,14,1,4,3,2572.0,499,677.0,0.151,1242
832,820907878,Existing Customer,73,M,2,College,Divorced,$120K +,Blue,50,1,5,1,5215.8,2416,4070.0,2.796,5119
833,748840101,Existing Customer,45,F,2,Doctorate,Single,$120K +,Blue,44,3,2,1,10362.3,2404,30361.1,1.092,11644
834,762468859,Attrited Customer,62,F,4,Post-Graduate,Married,$120K +,Blue,52,5,1,4,13638.6,1529,1242.9,0.594,4966
835,884523489,Existing Customer,28,F,4,Uneducated,Unknown,Less than $40K,Blue,40,4,1,2,7491.0,2303,4357.8,0.847,15022
836,863584805,Existing Customer,69,F,0,Unknown,Single,$60K - $80K,Blue,49,6,4,1,8567.6,1511,3068.6,1.646,3845
837,895798321,Existing Customer,58,F,2,Graduate,Married,$120K +,Blue,53,2,1,2,3229.3,278,16983.6,1.502,16055
838,817758049,Existing Customer,34,F,3,Post-Graduate,Divorced,$60K - $80K,Blue,13,6,4,6,4147.9,1082,14746.1,1.053,13324
839,750011985,Attrited Customer,34,F,2,Uneducated,Divorced,Unknown,Blue,53,3,2,0,2850.9,445,2399.9,0.668,7566
840,774062621,Existing Customer,29,F,2,Doctorate,Divorced,$120K +,Blue,22,5,1,3,3731.9,2160,1092.7,2.615,3263
841,822415538,Attrited Customer,60,F,4,Doctorate,Married,$80K - $120K,Blue,16,1,5,4,3476.0,835,7405.8,3.367,1882
842,825235646,Existing Customer,42,M,2,Post-Graduate,Unknown,$120K +,Blue,47,5,5,3,7300.6,754,3370.2,2.667,14744
843,867061473,Attrited Customer,59,M,5,College,Single,$40K - $60K,Blue,22,4,0,4,8054.9,1845,8305.0,1.077,10146
844,853568563,Existing Customer,49,F,2,Doctorate,Divorced,Less than $40K,Blue,23,3,4,0,24633.7,1592,728.5,0.908,3886
845,760084389,Existing Customer,57,M,5,College,Married,$80K - $120K,Blue,26,1,1,3,3179.0,1512,1502.2,0.818,8991
846,757597408,Existing Customer,26,F,3,College,Married,$80K - $120K,Blue,50,6,5,0,9648.5,1430,8616.8,0.551,10767
847,844538583,Existing Customer,33,F,4,Unknown,Single,$40K - $60K,Blue,24,4,6,4,15035.5,2414,2171.1,1.919,16957
848,852347982,Existing Customer,70,M,2,College,Divorced,$120K +,Blue,29,6,2,1,8010.2,1083,14143.2,2.098,17223
849,792525563,Existing Customer,48,F,5,High School,Married,Less than $40K,Blue,28,2,2,6,3793.0,2376,922.6,2.428,5368
850,801370985,Existing Customer,72,F,5,Unknown,Single,$80K - $120K,Blue,47,3,6,3,3874.5,1590,2198.8,2.345,17034
851,743558992,Existing Customer,65,M,5,Uneducated,Unknown,Less than $40K,Blue,14,4,6,0,1758.4,1908,46303.0,1.065,14129
852,751628164,Existing Customer,37,M,1,Uneducated,Unknown,$80K - $120K,Blue,23,4,0,5,4353.9,2231,4472.7,1.19,5049
853,899594780,Existing Customer,37,F,0,Doctorate,Unknown,$120K +,Blue,53,6,2,3,12357.5,1022,8997.4,2.349,6104
854,794804867,Existing Customer,71,M,3,Doctorate,Divorced,Unknown,Blue,15,1,2,3,1827.5,2358,1911.9,1.253,4413
855,793831305,Existing Customer,72,M,2,College,Single,$80K - $120K,Blue,41,2,1,3,3418.5,1561,7088.9,0.802,5874
856,827094160,Existing Customer,40,F,1,Unknown,Single,Unknown,Blue,30,6,4,2,11237.7,176,9565.1,1.335,959
857,781251088,Existing Customer,66,M,2,Unknown,Married,$80K - $120K,Blue,32,4,3,0,13648.0,846,3143.0,0.998,5316
858,735409403,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,26,3,2,0,6298.4,1248,12858.4,0.391,1379
859,716045907,Existing Customer,51,F,4,College,Married,$120K +,Blue,46,4,2,3,11018.6,1600,6974.1,2.839,6589
860,792924887,Existing Customer,54,M,4,High School,Single,$40K - $60K,Blue,43,5,3,1,5365.6,1604,3950.0,2.915,7817
861,896972612,Existing Customer,47,M,4,College,Married,Unknown,Blue,52,3,2,3,2832.0,1975,6209.5,0.825,4169
862,882676001,Existing Customer,65,F,1,Graduate,Single,$40K - $60K,Blue,54,3,1,2,5500.0,2056,6518.7,0.314,4112
863,849951937,Existing Customer,46,F,2,Graduate,Single,$120K +,Gold,30,4,1,4,8377.4,235,1766.8,2.538,9094
864,769800140,Existing Customer,63,F,0,Post-Graduate,Unknown,$40K - $60K,Blue,42,1,3,2,25098.3,709,4107.7,0.798,14895
865,792903549,Existing Customer,45,M,3,College,Married,$120K +,Blue,37,3,5,1,2007.8,793,3445.1,1.398,11493
866,736081386,Attrited Customer,54,F,4,Unknown,Unknown,$40K - $60K,Blue,31,5,2,3,7102.4,1934,4086.3,0.312,5641
867,773658410,Existing Customer,29,F,4,Doctorate,Divorced,Unknown,Blue,20,6,5,0,4628.9,1669,10522.3,0.847,1868
868,824825546,Existing Customer,32,M,2,Uneducated,Divorced,$60K - $80K,Blue,40,1,2,6,7117.3,26,5111.7,2.717,17281
869,757395058,Existing Customer,53,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,20,1,4,5,1632.1,1226,20230.9,2.755,14113
870,860045166,Existing Customer,53,F,1,Doctorate,Single,Unknown,Gold,43,1,2,3,4441.7,84,2933.8,0.783,16756
871,716663288,Existing Customer,29,F,1,Graduate,Single,$80K - $120K,Blue,15,3,1,1,15150.5,1855,4261.4,1.209,17726
872,797148566,Attrited Customer,47,F,4,College,Single,$120K +,Blue,15,1,0,0,7896.4,2513,11323.8,0.543,8951
873,713081782,Existing Customer,37,M,2,Post-Graduate,Married,Less than $40K,Blue,34,4,6,2,6229.2,1122,6028.0,0.345,10729
874,795632207,Existing Customer,70,F,0,College,Unknown,Less than $40K,Blue,29,1,0,4,4127.7,1213,6043.5,3.374,10230
875,815546206,Attrited Customer,28,F,3,Graduate,Single,$120K +,Blue,48,5,0,4,4269.1,11,883.7,2.263,10062
876,808664778,Existing Customer,47,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,29,2,0,6,5302.4,1012,4059.5,1.889,11811
877,759387253,Existing Customer,69,F,2,Graduate,Unknown,$40K - $60K,Blue,26,5,6,3,15880.2,1748,2710.0,2.626,10025
878,743669391,Existing Customer,27,M,5,High School,Unknown,$60K - $80K,Blue,21,3,5,2,28779.8,1876,51711.4,2.872,1401
879,768181511,Existing Customer,49,M,1,Graduate,Married,Less than $40K,Platinum,42,1,6,6,6057.4,1317,3080.8,2.762,18199
880,738660995,Existing Customer,59,M,3,Unknown,Married,Unknown,Blue,33,1,5,5,5436.5,1383,15609.2,0.155,15595
881,842452407,Attrited Customer,52,F,4,Unknown,Divorced,$120K +,Blue,24,4,6,5,16433.1,1678,8394.1,0.716,4702
882,857458712,Existing Customer,66,M,2,College,Divorced,$120K +,Blue,49,6,6,6,5891.6,179,3418.3,2.261,16638
883,793580482,Existing Customer,26,M,4,Uneducated,Unknown,$60K - $80K,Blue,44,1,2,1,7862.0,796,5989.7,1.34,10872
884,856601538,Existing Customer,33,M,2,Graduate,Divorced,Unknown,Blue,23,5,5,4,3538.7,1467,13351.6,3.342,17218
885,765438362,Existing Customer,48,F,4,Doctorate,Unknown,$60K - $80K,Blue,32,3,2,2,12323.1,2024,15541.1,2.296,9687
886,882784092,Existing Customer,63,F,3,Unknown,Married,$40K - $60K,Blue,47,2,4,3,7512.1,2488,1723.8,3.257,7154
887,852945311,Existing Customer,31,F,1,Uneducated,Married,$80K - $120K,Blue,23,1,2,0,14683.3,886,3404.1,0.765,5292
888,869373756,Existing Customer,47,F,3,High School,Married,Unknown,Blue,20,2,0,3,13577.7,2468,3358.1,2.951,10562
889,720568697,Existing Customer,50,F,5,Post-Graduate,Single,$80K - $120K,Blue,16,1,3,3,3374.6,1189,800.7,1.16,4408
890,856118066,Existing Customer,43,F,0,Post-Graduate,Unknown,$40K - $60K,Blue,39,3,3,2,11498.0,1675,6883.3,3.366,17729
891,875529362,Existing Customer,42,F,1,Unknown,Married,$80K - $120K,Blue,52,6,1,4,14315.7,1519,14008.5,0.62,4664
892,739902996,Existing Customer,37,M,3,Uneducated,Unknown,Less than $40K,Blue,50,5,1,2,4836.5,2515,3864.0,1.804,3288
893,888699652,Existing Customer,31,M,5,Unknown,Divorced,$80K - $120K,Blue,42,3,2,0,2953.8,2432,9930.5,2.716,14319
894,839941329,Existing Customer,51,M,0,Post-Graduate,Divorced,$40K - $60K,Blue,39,2,6,6,1459.1,2361,7416.4,1.528,6919
895,822794587,Attrited Customer,52,M,5,Graduate,Married,$80K - $120K,Blue,33,1,6,2,6233.9,770,3797.3,1.645,13033
896,850835881,Existing Customer,33,F,2,Uneducated,Unknown,$120K +,Blue,32,2,3,1,4914.3,1278,1564.4,3.355,4823
897,836600085,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,16,5,0,3,7913.8,958,9148.8,1.504,8118
898,812539028,Existing Customer,67,M,4,Graduate,Divorced,Less than $40K,Blue,23,3,5,4,3104.4,916,13996.2,2.093,14227
899,847847812,Existing Customer,26,M,1,Graduate,Married,$120K +,Blue,25,2,0,5,17147.8,2070,8605.3,0.28,12374
900,799981544,Existing Customer,54,M,2,Graduate,Unknown,$120K +,Blue,21,2,0,0,3822.6,1781,626.3,2.879,11724
901,886794507,Existing Customer,70,F,5,College,Divorced,$40K - $60K,Blue,16,5,2,5,3491.9,338,2205.5,2.239,13386
902,780890201,Existing Customer,60,F,1,High School,Single,$60K - $80K,Blue,24,1,2,3,6680.4,1516,1004.1,1.433,1426
903,782537517,Existing Customer,65,F,2,Doctorate,Divorced,$60K - $80K,Blue,21,2,4,2,6964.8,2413,6414.1,0.153,9835
904,716099248,Existing Customer,39,M,4,Unknown,Single,Unknown,Blue,25,5,0,5,3375.4,1395,10387.8,2.053,4517
905,714677069,Existing Customer,60,F,3,Post-Graduate,Married,Less than $40K,Blue,38,1,6,1,3976.1,914,1320.3,0.142,3995
906,775589337,Attrited Customer,73,M,4,Unknown,Married,$40K - $60K,Blue,50,6,6,2,2925.8,1853,13255.7,0.104,11471
907,712433196,Existing Customer,70,F,0,Uneducated,Unknown,Less than $40K,Blue,54,1,0,3,11577.9,474,6175.8,2.133,18215
908,739010202,Existing Customer,45,F,2,High School,Single,Unknown,Blue,25,6,2,5,13198.5,1446,8697.6,0.724,12418
909,868844360,Existing Customer,38,F,0,Uneducated,Married,$80K - $120K,Blue,51,3,2,6,6402.1,1379,25380.9,0.733,3864
910,827949593,Existing Customer,63,F,0,Unknown,Single,$120K +,Blue,40,5,4,0,11454.5,1483,1111.7,2.256,14019
911,887455534,Existing Customer,71,F,5,Post-Graduate,Married,Less than $40K,Blue,31,1,4,5,12090.5,2074,16704.3,0.277,7611
912,712457080,Existing Customer,33,M,1,College,Divorced,$120K +,Blue,36,6,1,6,2628.6,800,1443.5,1.134,5253
913,701222869,Attrited Customer,68,F,5,Unknown,Married,$40K - $60K,Blue,31,6,3,6,28531.2,1246,3994.1,0.593,9461
914,782716910,Existing Customer,45,M,2,Graduate,Unknown,$80K - $120K,Platinum,25,3,0,5,15202.4,863,13847.3,2.015,7524
915,750066487,Existing Customer,58,M,0,Unknown,Divorced,$40K - $60K,Blue,25,4,6,4,3268.1,1171,17070.2,2.284,3922
916,837343082,Existing Customer,51,M,3,Graduate,Unknown,$80K - $120K,Blue,40,5,0,5,3086.0,738,5441.8,2.48,18251
917,897020478,Existing Customer,64,M,0,College,Divorced,$80K - $120K,Blue,14,4,4,3,2512.3,1374,6811.6,0.942,9650
918,709818159,Existing Customer,46,M,3,Unknown,Single,$120K +,Blue,22,1,4,6,2629.5,2462,9120.5,0.395,10781
919,711145552,Existing Customer,67,F,5,High School,Unknown,$40K - $60K,Blue,34,5,1,0,12469.7,981,13018.2,0.36,8729
920,815438617,Existing Customer,68,F,5,High School,Married,$40K - $60K,Silver,25,3,3,3,6511.8,2476,1406.9,1.506,7673
921,794562311,Attrited Customer,66,F,1,Uneducated,Single,Less than $40K,Blue,21,1,1,1,13658.4,2088,12127.7,3.221,2980
922,849370722,Existing Customer,34,F,0,College,Married,$40K - $60K,Blue,45,5,6,2,12409.4,1011,5094.7,0.819,11240
923,793842126,Existing Customer,49,M,4,High School,Divorced,Less than $40K,Blue,26,5,3,5,8861.1,2126,4692.8,0.947,17053
924,857155630,Existing Customer,62,F,5,Unknown,Divorced,$60K - $80K,Blue,32,4,5,4,10714.2,716,4360.3,0.433,4623
925,742758171,Existing Customer,66,F,5,College,Married,$60K - $80K,Blue,27,1,0,0,1586.2,1807,5482.2,2.098,13924
926,834285389,Existing Customer,42,M,1,Post-Graduate,Married,$60K - $80K,Blue,44,3,1,4,4427.1,1473,20809.4,2.344,8259
927,807523287,Existing Customer,49,M,3,Graduate,Single,Unknown,Blue,45,3,4,4,9563.0,1165,6061.7,2.222,12424
928,841802881,Existing Customer,46,F,1,Unknown,Married,$40K - $60K,Blue,29,1,1,4,1513.1,2341,21929.7,2.942,15517
929,857553165,Existing Customer,64,F,0,Graduate,Unknown,Unknown,Blue,36,1,5,5,1706.3,609,1891.6,1.705,12433
930,797663674,Existing Customer,66,M,2,Graduate,Unknown,$40K - $60K,Blue,42,6,1,0,16716.3,2183,9514.9,0.544,13552
931,710466615,Existing Customer,64,F,2,College,Married,Less than $40K,Blue,25,2,0,0,10654.7,1812,12208.1,1.055,18464
932,734861938,Attrited Customer,38,F,3,College,Unknown,Unknown,Blue,28,4,5,6,3905.1,1335,8457.0,2.286,13691
933,811023110,Existing Customer,36,F,5,Uneducated,Married,Unknown,Blue,14,1,4,4,10755.1,554,7036.2,2.123,12640
934,786787694,Existing Customer,71,F,3,Graduate,Single,Unknown,Blue,29,1,4,6,14017.3,1655,6323.9,1.852,3915
935,837184150,Existing Customer,44,M,5,Uneducated,Unknown,$80K - $120K,Silver,44,2,2,6,4369.4,1755,14309.5,2.354,11372
936,750154221,Existing Customer,36,M,5,Graduate,Unknown,Less than $40K,Blue,55,2,5,2,1731.6,45,12567.9,2.203,15759
937,837926382,Existing Customer,38,M,2,Uneducated,Married,$60K - $80K,Blue,20,5,2,5,23036.2,1259,1413.1,3.008,13449
938,830876923,Attrited Customer,71,F,3,Uneducated,Unknown,Less than $40K,Blue,15,3,2,5,4825.2,1071,13714.2,2.034,14477
939,891864812,Existing Customer,70,F,1,Post-Graduate,Divorced,$80K - $120K,Blue,24,4,0,3,2338.7,2245,4241.9,2.669,6358
940,742573305,Existing Customer,26,F,5,Uneducated,Single,$40K - $60K,Blue,32,5,1,6,6853.9,2131,2548.4,0.921,7327
941,878871077,Existing Customer,65,F,4,College,Single,Less than $40K,Blue,28,1,4,5,13142.3,542,14769.1,2.338,6653
942,840090082,Existing Customer,69,F,4,Uneducated,Unknown,Unknown,Blue,26,2,4,4,3442.6,1451,4459.7,3.077,15019
943,795192946,Existing Customer,44,M,1,Graduate,Unknown,$60K - $80K,Blue,28,6,1,1,3950.1,2118,12065.1,1.373,10568
944,881974207,Existing Customer,37,F,4,Uneducated,Divorced,$60K - $80K,Blue,55,3,4,4,3662.1,1992,2640.0,2.671,8906
945,782649048,Attrited Customer,33,F,0,High School,Divorced,$40K - $60K,Blue,45,5,1,0,39744.1,912,527.6,2.492,12281
946,709810404,Existing Customer,33,M,5,Doctorate,Unknown,Less than $40K,Blue,42,6,5,5,3197.2,1068,5288.7,0.296,5782
947,786205129,Existing Customer,70,F,1,Graduate,Unknown,$80K - $120K,Blue,24,3,0,5,8293.1,2340,1239.3,2.019,11876
948,706292518,Existing Customer,37,M,3,High School,Divorced,$40K - $60K,Silver,27,6,0,3,22188.4,811,10327.7,0.53,15934
949,741142200,Existing Customer,73,M,5,Graduate,Married,Less than $40K,Blue,30,2,6,6,2709.0,1488,2761.5,3.292,13938
950,821160976,Existing Customer,58,M,1,College,Divorced,$120K +,Blue,40,5,0,1,29721.6,1908,4604.4,2.778,16534
951,802855910,Existing Customer,70,M,2,Doctorate,Married,$60K - $80K,Blue,35,5,1,5,25010.1,1573,1137.4,0.462,4257
952,814694229,Existing Customer,51,M,3,Doctorate,Single,$80K - $120K,Blue,26,3,6,3,18710.9,866,2864.6,0.502,9807
953,764413145,Existing Customer,64,F,2,College,Single,Unknown,Blue,42,6,1,3,3370.1,2427,11146.5,2.062,2117
954,851765117,Existing Customer,53,M,5,Doctorate,Divorced,$80K - $120K,Blue,45,2,3,1,9480.2,1766,1650.7,1.238,16960
955,896350488,Existing Customer,30,M,3,College,Married,Unknown,Blue,27,1,6,4,12884.7,2309,7792.2,0.215,16045
956,766689168,Attrited Customer,33,F,4,High School,Divorced,$80K - $120K,Silver,19,5,4,4,35603.6,579,17958.4,1.887,8155
957,830682380,Existing Customer,50,F,1,Post-Graduate,Divorced,$60K - $80K,Blue,27,1,4,4,3029.7,2404,8472.5,1.38,9980
958,833541075,Existing Customer,52,M,5,Graduate,Married,Unknown,Blue,54,2,3,2,13058.4,1442,12162.9,0.434,4668
959,856637208,Existing Customer,71,F,0,College,Divorced,Less than $40K,Blue,50,5,3,6,4747.6,697,1307.7,2.746,9515
960,882984073,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,23,5,0,6,2983.1,1976,2520.6,3.12,17296
961,868239170,Attrited Customer,55,M,3,High School,Unknown,$40K - $60K,Blue,41,6,3,4,5814.8,2490,16245.9,2.597,8435
962,802318312,Existing Customer,70,M,5,Post-Graduate,Unknown,Less than $40K,Blue,43,1,1,1,14070.7,725,9289.5,2.814,14150
963,880741265,Attrited Customer,72,F,5,High School,Divorced,$40K - $60K,Blue,37,6,2,2,6439.7,285,7642.9,0.814,4676
964,804884334,Existing Customer,48,M,2,Doctorate,Married,$80K - $120K,Blue,36,4,1,6,7607.3,1891,8129.7,0.97,15586
965,793198563,Existing Customer,72,M,4,Graduate,Married,Less than $40K,Blue,31,1,6,4,44083.7,569,4243.4,0.788,9788
966,859371374,Existing Customer,45,F,2,Unknown,Single,$80K - $120K,Blue,14,1,3,2,5512.7,1964,819.1,2.625,1281
967,804544289,Existing Customer,43,M,2,Post-Graduate,Married,$120K +,Blue,34,4,4,1,9082.4,1513,11241.7,3.228,11950
968,803231399,Existing Customer,43,M,4,Doctorate,Married,$80K - $120K,Blue,32,2,1,4,5074.1,497,8447.9,2.466,8677
969,708411883,Existing Customer,27,M,0,Post-Graduate,Single,$80K - $120K,Blue,45,2,4,0,5429.0,1917,4981.3,3.009,2066
970,711082322,Existing Customer,29,M,2,Doctorate,Divorced,$40K - $60K,Blue,20,5,1,5,10954.4,704,16601.3,2.208,11660
971,716203305,Existing Customer,55,M,2,High School,Unknown,Unknown,Blue,37,3,4,1,23668.4,1356,3368.0,1.379,1661
972,845066408,Existing Customer,58,F,3,College,Single,$120K +,Blue,21,6,5,3,7691.4,561,2940.2,1.505,18111
973,807145828,Existing Customer,61,F,4,Graduate,Divorced,$80K - $120K,Blue,46,3,1,3,13139.9,1998,14933.8,0.349,13044
974,805859763,Existing Customer,43,M,1,Uneducated,Single,$80K - $120K,Blue,35,5,6,1,2185.5,31,11661.4,0.204,8549
975,789838873,Existing Customer,62,F,0,Uneducated,Divorced,$120K +,Blue,17,3,4,3,3335.5,42,5565.0,2.395,15169
976,893510719,Existing Customer,44,M,0,High School,Single,$120K +,Blue,37,1,2,6,7017.4,1916,1480.7,1.547,6813
977,735555041,Attrited Customer,72,M,4,Graduate,Divorced,Less than $40K,Blue,20,1,6,1,1599.7,1374,2195.1,1.922,3487
978,887246519,Existing Customer,53,M,5,Graduate,Single,$40K - $60K,Blue,28,4,0,0,3770.0,1845,7974.4,1.94,13051
979,776658629,Existing Customer,65,M,5,High School,Divorced,$120K +,Blue,27,4,1,1,7266.6,558,3903.4,1.015,932
980,885863908,Existing Customer,45,M,3,Graduate,Single,$120K +,Gold,13,5,2,4,1558.6,2317,13175.4,1.67,12495
981,732359860,Existing Customer,58,F,3,College,Unknown,$60K - $80K,Blue,34,5,0,4,3896.1,1436,21463.8,1.654,16984
982,868716949,Existing Customer,37,F,4,High School,Unknown,Unknown,Blue,15,5,1,2,7210.9,942,11966.2,1.382,3882
983,862490644,Existing Customer,40,M,3,College,Married,$120K +,Blue,50,1,2,3,8248.6,1598,3818.6,2.808,16593
984,819654085,Attrited Customer,66,F,0,Graduate,Divorced,$40K - $60K,Blue,26,3,2,5,22240.7,1370,11380.9,1.589,2452
985,853250307,Existing Customer,64,M,0,High School,Single,Unknown,Blue,48,6,6,3,9730.9,1928,3531.0,2.092,10460
986,864572509,Attrited Customer,27,F,1,Graduate,Divorced,Unknown,Blue,30,5,5,6,5723.5,1636,1779.9,3.055,16792
987,809039037,Attrited Customer,54,M,5,High School,Unknown,$80K - $120K,Blue,53,5,2,1,22752.3,2084,737.7,2.959,16991
988,850732605,Existing Customer,66,F,4,Graduate,Divorced,$80K - $120K,Blue,30,1,5,5,13730.6,91,3911.1,3.038,1989
989,793481782,Attrited Customer,35,M,2,College,Single,$80K - $120K,Blue,15,6,3,5,3223.2,1843,16871.8,0.991,5136
990,828050312,Existing Customer,27,M,5,Unknown,Divorced,$80K - $120K,Blue,22,1,6,3,2559.8,184,2411.7,0.215,11287
991,776165878,Existing Customer,36,F,2,College,Single,$60K - $80K,Silver,51,6,4,5,10449.4,727,2119.2,0.962,5657
992,805275634,Existing Customer,38,F,1,Graduate,Unknown,$120K +,Blue,13,1,6,5,8003.7,1051,25004.2,1.02,5953
993,778350878,Attrited Customer,35,M,1,High School,Unknown,$80K - $120K,Blue,39,3,0,4,13910.8,1571,677.3,3.101,589
994,852028199,Attrited Customer,39,F,3,Uneducated,Unknown,Less than $40K,Blue,39,5,4,0,12177.9,2419,11285.3,2.243,6087
995,740636644,Existing Customer,43,M,1,College,Married,$80K - $120K,Blue,23,2,4,1,9289.1,831,3213.8,0.37,13411
996,892752163,Existing Customer,34,F,1,College,Unknown,$120K +,Silver,17,2,5,3,35809.0,344,767.5,0.547,2733
997,792815365,Existing Customer,64,F,2,Doctorate,Divorced,$80K - $120K,Blue,19,5,4,4,7539.5,1442,17990.4,0.614,3079
998,798164033,Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Blue,31,5,2,6,2398.2,1219,1552.8,2.18,10474
999,757975251,Existing Customer,28,F,1,Graduate,Unknown,$40K - $60K,Blue,41,5,5,6,15532.8,2125,6117.3,2.527,14278
